"TIME","GEO","INDIC_NRG","UNIT","Value","Flag and Footnotes"
"2007","Netherlands","Primary energy consumption","Percentage",":",""
"2007","Netherlands","Primary energy consumption","Index, 2005=100","98.6",""
"2007","Netherlands","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","53.0",""
"2007","Netherlands","Final Energy Consumption","Percentage",":",""
"2007","Netherlands","Final Energy Consumption","Index, 2005=100","97.9",""
"2007","Austria","Primary energy consumption","Million TOE (tonnes of oil equivalent)","32.1",""
"2007","Austria","Primary energy consumption","Percentage",":",""
"2007","Austria","Primary energy consumption","Index, 2005=100","98.7",""
"2007","Austria","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","27.5",""
"2007","Austria","Final Energy Consumption","Percentage",":",""
"2007","Austria","Final Energy Consumption","Index, 2005=100","99.0",""
"2007","Poland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","91.6",""
"2007","Poland","Primary energy consumption","Percentage",":",""
"2007","Poland","Primary energy consumption","Index, 2005=100","104.5",""
"2007","Poland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","61.6",""
"2007","Poland","Final Energy Consumption","Percentage",":",""
"2007","Poland","Final Energy Consumption","Index, 2005=100","104.4",""
"2007","Portugal","Primary energy consumption","Million TOE (tonnes of oil equivalent)","23.8",""
"2007","Portugal","Primary energy consumption","Percentage",":",""
"2007","Portugal","Primary energy consumption","Index, 2005=100","95.8",""
"2007","Portugal","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","18.9",""
"2007","Portugal","Final Energy Consumption","Percentage",":",""
"2007","Portugal","Final Energy Consumption","Index, 2005=100","99.5",""
"2007","Romania","Primary energy consumption","Million TOE (tonnes of oil equivalent)","38.0",""
"2007","Romania","Primary energy consumption","Percentage",":",""
"2007","Romania","Primary energy consumption","Index, 2005=100","103.5",""
"2007","Romania","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","24.2",""
"2007","Romania","Final Energy Consumption","Percentage",":",""
"2007","Romania","Final Energy Consumption","Index, 2005=100","97.7",""
"2007","Slovenia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","7.0",""
"2007","Slovenia","Primary energy consumption","Percentage",":",""
"2007","Slovenia","Primary energy consumption","Index, 2005=100","100.1",""
"2007","Slovenia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","4.9",""
"2007","Slovenia","Final Energy Consumption","Percentage",":",""
"2007","Slovenia","Final Energy Consumption","Index, 2005=100","99.9",""
"2007","Slovakia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","16.5",""
"2007","Slovakia","Primary energy consumption","Percentage",":",""
"2007","Slovakia","Primary energy consumption","Index, 2005=100","93.1",""
"2007","Slovakia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","11.2",""
"2007","Slovakia","Final Energy Consumption","Percentage",":",""
"2007","Slovakia","Final Energy Consumption","Index, 2005=100","96.7",""
"2007","Finland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","36.1",""
"2007","Finland","Primary energy consumption","Percentage",":",""
"2007","Finland","Primary energy consumption","Index, 2005=100","108.0",""
"2007","Finland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","26.5",""
"2007","Finland","Final Energy Consumption","Percentage",":",""
"2007","Finland","Final Energy Consumption","Index, 2005=100","105.2",""
"2007","Sweden","Primary energy consumption","Million TOE (tonnes of oil equivalent)","47.1",""
"2007","Sweden","Primary energy consumption","Percentage",":",""
"2007","Sweden","Primary energy consumption","Index, 2005=100","96.8",""
"2007","Sweden","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","33.3",""
"2007","Sweden","Final Energy Consumption","Percentage",":",""
"2007","Sweden","Final Energy Consumption","Index, 2005=100","99.0",""
"2007","United Kingdom","Primary energy consumption","Million TOE (tonnes of oil equivalent)","213.4",""
"2007","United Kingdom","Primary energy consumption","Percentage",":",""
"2007","United Kingdom","Primary energy consumption","Index, 2005=100","95.8",""
"2007","United Kingdom","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","148.5",""
"2007","United Kingdom","Final Energy Consumption","Percentage",":",""
"2007","United Kingdom","Final Energy Consumption","Index, 2005=100","97.2",""
"2007","Iceland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","4.7",""
"2007","Iceland","Primary energy consumption","Percentage",":",""
"2007","Iceland","Primary energy consumption","Index, 2005=100","147.8",""
"2007","Iceland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","2.4",""
"2007","Iceland","Final Energy Consumption","Percentage",":",""
"2007","Iceland","Final Energy Consumption","Index, 2005=100","117.8",""
"2007","Norway","Primary energy consumption","Million TOE (tonnes of oil equivalent)","25.4",""
"2007","Norway","Primary energy consumption","Percentage",":",""
"2007","Norway","Primary energy consumption","Index, 2005=100","102.0",""
"2007","Norway","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","18.9",""
"2007","Norway","Final Energy Consumption","Percentage",":",""
"2007","Norway","Final Energy Consumption","Index, 2005=100","101.5",""
"2007","Montenegro","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1.1",""
"2007","Montenegro","Primary energy consumption","Percentage",":",""
"2007","Montenegro","Primary energy consumption","Index, 2005=100","107.5",""
"2007","Montenegro","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","0.9",""
"2007","Montenegro","Final Energy Consumption","Percentage",":",""
"2007","Montenegro","Final Energy Consumption","Index, 2005=100","112.9",""
"2007","Former Yugoslav Republic of Macedonia, the","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.9",""
"2007","Former Yugoslav Republic of Macedonia, the","Primary energy consumption","Percentage",":",""
"2007","Former Yugoslav Republic of Macedonia, the","Primary energy consumption","Index, 2005=100","108.4",""
"2007","Former Yugoslav Republic of Macedonia, the","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.8",""
"2007","Former Yugoslav Republic of Macedonia, the","Final Energy Consumption","Percentage",":",""
"2007","Former Yugoslav Republic of Macedonia, the","Final Energy Consumption","Index, 2005=100","107.1",""
"2007","Albania","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1.9",""
"2007","Albania","Primary energy consumption","Percentage",":",""
"2007","Albania","Primary energy consumption","Index, 2005=100","90.5",""
"2007","Albania","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.7",""
"2007","Albania","Final Energy Consumption","Percentage",":",""
"2007","Albania","Final Energy Consumption","Index, 2005=100","89.0",""
"2007","Serbia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","16.2",""
"2007","Serbia","Primary energy consumption","Percentage",":",""
"2007","Serbia","Primary energy consumption","Index, 2005=100","105.8",""
"2007","Serbia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","10.2",""
"2007","Serbia","Final Energy Consumption","Percentage",":",""
"2007","Serbia","Final Energy Consumption","Index, 2005=100","106.4",""
"2007","Turkey","Primary energy consumption","Million TOE (tonnes of oil equivalent)","95.5",""
"2007","Turkey","Primary energy consumption","Percentage",":",""
"2007","Turkey","Primary energy consumption","Index, 2005=100","117.7",""
"2007","Turkey","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","73.3",""
"2007","Turkey","Final Energy Consumption","Percentage",":",""
"2007","Turkey","Final Energy Consumption","Index, 2005=100","115.5",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.0",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Percentage",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Index, 2005=100","105.1",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.1",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Percentage",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Index, 2005=100","107.7",""
"2007","Moldova","Primary energy consumption","Million TOE (tonnes of oil equivalent)","3.4",""
"2007","Moldova","Primary energy consumption","Percentage",":",""
"2007","Moldova","Primary energy consumption","Index, 2005=100","95.9",""
"2007","Moldova","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","2.2",""
"2007","Moldova","Final Energy Consumption","Percentage",":",""
"2007","Moldova","Final Energy Consumption","Index, 2005=100","93.6",""
"2007","Ukraine","Primary energy consumption","Million TOE (tonnes of oil equivalent)","131.1",""
"2007","Ukraine","Primary energy consumption","Percentage",":",""
"2007","Ukraine","Primary energy consumption","Index, 2005=100","97.8",""
"2007","Ukraine","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","85.9",""
"2007","Ukraine","Final Energy Consumption","Percentage",":",""
"2007","Ukraine","Final Energy Consumption","Index, 2005=100","106.2",""
"2008","European Union (28 countries)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1,693.1",""
"2008","European Union (28 countries)","Primary energy consumption","Percentage","2.6",""
"2008","European Union (28 countries)","Primary energy consumption","Index, 2005=100","98.8",""
"2008","European Union (28 countries)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1,180.0",""
"2008","European Union (28 countries)","Final Energy Consumption","Percentage","3.3",""
"2008","European Union (28 countries)","Final Energy Consumption","Index, 2005=100","99.0",""
"2008","Euro area (19 countries)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1,190.1",""
"2008","Euro area (19 countries)","Primary energy consumption","Percentage",":",""
"2008","Euro area (19 countries)","Primary energy consumption","Index, 2005=100","99.0",""
"2008","Euro area (19 countries)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","836.3",""
"2008","Euro area (19 countries)","Final Energy Consumption","Percentage",":",""
"2008","Euro area (19 countries)","Final Energy Consumption","Index, 2005=100","99.0",""
"2008","Belgium","Primary energy consumption","Million TOE (tonnes of oil equivalent)","51.0",""
"2008","Belgium","Primary energy consumption","Percentage",":",""
"2008","Belgium","Primary energy consumption","Index, 2005=100","99.3",""
"2008","Belgium","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","37.2",""
"2008","Belgium","Final Energy Consumption","Percentage",":",""
"2008","Belgium","Final Energy Consumption","Index, 2005=100","101.6",""
"2008","Bulgaria","Primary energy consumption","Million TOE (tonnes of oil equivalent)","18.9",""
"2008","Bulgaria","Primary energy consumption","Percentage",":",""
"2008","Bulgaria","Primary energy consumption","Index, 2005=100","100.1",""
"2008","Bulgaria","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","10.0",""
"2008","Bulgaria","Final Energy Consumption","Percentage",":",""
"2008","Bulgaria","Final Energy Consumption","Index, 2005=100","98.0",""
"2008","Czech Republic","Primary energy consumption","Million TOE (tonnes of oil equivalent)","42.3",""
"2008","Czech Republic","Primary energy consumption","Percentage",":",""
"2008","Czech Republic","Primary energy consumption","Index, 2005=100","100.3",""
"2008","Czech Republic","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","25.7",""
"2008","Czech Republic","Final Energy Consumption","Percentage",":",""
"2008","Czech Republic","Final Energy Consumption","Index, 2005=100","98.7",""
"2008","Denmark","Primary energy consumption","Million TOE (tonnes of oil equivalent)","19.4",""
"2008","Denmark","Primary energy consumption","Percentage",":",""
"2008","Denmark","Primary energy consumption","Index, 2005=100","100.8",""
"2008","Denmark","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","15.5",""
"2008","Denmark","Final Energy Consumption","Percentage",":",""
"2008","Denmark","Final Energy Consumption","Index, 2005=100","100.2",""
"2008","Germany (until 1990 former territory of the FRG)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","315.2",""
"2008","Germany (until 1990 former territory of the FRG)","Primary energy consumption","Percentage",":",""
"2008","Germany (until 1990 former territory of the FRG)","Primary energy consumption","Index, 2005=100","99.4",""
"2008","Germany (until 1990 former territory of the FRG)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","217.6",""
"2008","Germany (until 1990 former territory of the FRG)","Final Energy Consumption","Percentage",":",""
"2008","Germany (until 1990 former territory of the FRG)","Final Energy Consumption","Index, 2005=100","99.6",""
"2008","Estonia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","5.7",""
"2008","Estonia","Primary energy consumption","Percentage",":",""
"2008","Estonia","Primary energy consumption","Index, 2005=100","106.5",""
"2008","Estonia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","3.1",""
"2008","Estonia","Final Energy Consumption","Percentage",":",""
"2008","Estonia","Final Energy Consumption","Index, 2005=100","106.5",""
"2008","Ireland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","15.4",""
"2008","Ireland","Primary energy consumption","Percentage",":",""
"2008","Ireland","Primary energy consumption","Index, 2005=100","104.5",""
"2008","Ireland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","13.3",""
"2008","Ireland","Final Energy Consumption","Percentage",":",""
"2008","Ireland","Final Energy Consumption","Index, 2005=100","105.6",""
"2008","Greece","Primary energy consumption","Million TOE (tonnes of oil equivalent)","30.9",""
"2008","Greece","Primary energy consumption","Percentage",":",""
"2008","Greece","Primary energy consumption","Index, 2005=100","100.8",""
"2008","Greece","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","21.4",""
"2008","Greece","Final Energy Consumption","Percentage",":",""
"2008","Greece","Final Energy Consumption","Index, 2005=100","102.0",""
"2008","Spain","Primary energy consumption","Million TOE (tonnes of oil equivalent)","134.1",""
"2008","Spain","Primary energy consumption","Percentage",":",""
"2008","Spain","Primary energy consumption","Index, 2005=100","98.7",""
"2008","Spain","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","94.6",""
"2008","Spain","Final Energy Consumption","Percentage",":",""
"2008","Spain","Final Energy Consumption","Index, 2005=100","96.8",""
"2008","France","Primary energy consumption","Million TOE (tonnes of oil equivalent)","254.8",""
"2008","France","Primary energy consumption","Percentage",":",""
"2008","France","Primary energy consumption","Index, 2005=100","98.1",""
"2008","France","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","156.3",""
"2008","France","Final Energy Consumption","Percentage",":",""
"2008","France","Final Energy Consumption","Index, 2005=100","97.6",""
"2008","Croatia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","9.1",""
"2008","Croatia","Primary energy consumption","Percentage",":",""
"2008","Croatia","Primary energy consumption","Index, 2005=100","100.4",""
"2008","Croatia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","7.4",""
"2008","Croatia","Final Energy Consumption","Percentage",":",""
"2008","Croatia","Final Energy Consumption","Index, 2005=100","102.3",""
"2008","Italy","Primary energy consumption","Million TOE (tonnes of oil equivalent)","177.4",""
"2008","Italy","Primary energy consumption","Percentage",":",""
"2008","Italy","Primary energy consumption","Index, 2005=100","97.8",""
"2008","Italy","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","134.2",""
"2008","Italy","Final Energy Consumption","Percentage",":",""
"2008","Italy","Final Energy Consumption","Index, 2005=100","97.9",""
"2008","Cyprus","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.8",""
"2008","Cyprus","Primary energy consumption","Percentage",":",""
"2008","Cyprus","Primary energy consumption","Index, 2005=100","114.7",""
"2008","Cyprus","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","2.0",""
"2008","Cyprus","Final Energy Consumption","Percentage",":",""
"2008","Cyprus","Final Energy Consumption","Index, 2005=100","107.5",""
"2008","Latvia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","4.6",""
"2008","Latvia","Primary energy consumption","Percentage",":",""
"2008","Latvia","Primary energy consumption","Index, 2005=100","101.8",""
"2008","Latvia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","4.2",""
"2008","Latvia","Final Energy Consumption","Percentage",":",""
"2008","Latvia","Final Energy Consumption","Index, 2005=100","103.4",""
"2008","Lithuania","Primary energy consumption","Million TOE (tonnes of oil equivalent)","8.1",""
"2008","Lithuania","Primary energy consumption","Percentage",":",""
"2008","Lithuania","Primary energy consumption","Index, 2005=100","102.3",""
"2008","Lithuania","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","5.1",""
"2008","Lithuania","Final Energy Consumption","Percentage",":",""
"2008","Lithuania","Final Energy Consumption","Index, 2005=100","110.3",""
"2008","Luxembourg","Primary energy consumption","Million TOE (tonnes of oil equivalent)","4.6",""
"2008","Luxembourg","Primary energy consumption","Percentage",":",""
"2008","Luxembourg","Primary energy consumption","Index, 2005=100","96.6",""
"2008","Luxembourg","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","4.4",""
"2008","Luxembourg","Final Energy Consumption","Percentage",":",""
"2008","Luxembourg","Final Energy Consumption","Index, 2005=100","97.9",""
"2008","Hungary","Primary energy consumption","Million TOE (tonnes of oil equivalent)","24.6",""
"2008","Hungary","Primary energy consumption","Percentage",":",""
"2008","Hungary","Primary energy consumption","Index, 2005=100","96.7",""
"2008","Hungary","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","17.0",""
"2008","Hungary","Final Energy Consumption","Percentage",":",""
"2008","Hungary","Final Energy Consumption","Index, 2005=100","93.4",""
"2008","Malta","Primary energy consumption","Million TOE (tonnes of oil equivalent)","0.9",""
"2008","Malta","Primary energy consumption","Percentage",":",""
"2008","Malta","Primary energy consumption","Index, 2005=100","99.7",""
"2008","Malta","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","0.5",""
"2008","Malta","Final Energy Consumption","Percentage",":",""
"2008","Malta","Final Energy Consumption","Index, 2005=100","129.0",""
"2008","Netherlands","Primary energy consumption","Million TOE (tonnes of oil equivalent)","69.4",""
"2008","Netherlands","Primary energy consumption","Percentage",":",""
"2008","Netherlands","Primary energy consumption","Index, 2005=100","100.1",""
"2008","Netherlands","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","53.9",""
"2008","Netherlands","Final Energy Consumption","Percentage",":",""
"2008","Netherlands","Final Energy Consumption","Index, 2005=100","99.4",""
"2008","Austria","Primary energy consumption","Million TOE (tonnes of oil equivalent)","32.4",""
"2008","Austria","Primary energy consumption","Percentage",":",""
"2008","Austria","Primary energy consumption","Index, 2005=100","99.8",""
"2008","Austria","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","27.8",""
"2008","Austria","Final Energy Consumption","Percentage",":",""
"2008","Austria","Final Energy Consumption","Index, 2005=100","100.1",""
"2008","Poland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","92.8",""
"2008","Poland","Primary energy consumption","Percentage",":",""
"2008","Poland","Primary energy consumption","Index, 2005=100","105.8",""
"2008","Poland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","62.5",""
"2008","Poland","Final Energy Consumption","Percentage",":",""
"2008","Poland","Final Energy Consumption","Index, 2005=100","105.9",""
"2008","Portugal","Primary energy consumption","Million TOE (tonnes of oil equivalent)","23.4",""
"2008","Portugal","Primary energy consumption","Percentage",":",""
"2008","Portugal","Primary energy consumption","Index, 2005=100","94.1",""
"2008","Portugal","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","18.4",""
"2008","Portugal","Final Energy Consumption","Percentage",":",""
"2008","Portugal","Final Energy Consumption","Index, 2005=100","96.8",""
"2008","Romania","Primary energy consumption","Million TOE (tonnes of oil equivalent)","38.0",""
"2008","Romania","Primary energy consumption","Percentage",":",""
"2008","Romania","Primary energy consumption","Index, 2005=100","103.4",""
"2008","Romania","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","24.9",""
"2008","Romania","Final Energy Consumption","Percentage",":",""
"2008","Romania","Final Energy Consumption","Index, 2005=100","100.6",""
"2008","Slovenia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","7.5",""
"2008","Slovenia","Primary energy consumption","Percentage",":",""
"2008","Slovenia","Primary energy consumption","Index, 2005=100","106.5",""
"2008","Slovenia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","5.3",""
"2008","Slovenia","Final Energy Consumption","Percentage",":",""
"2008","Slovenia","Final Energy Consumption","Index, 2005=100","107.5",""
"2008","Slovakia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","17.0",""
"2008","Slovakia","Primary energy consumption","Percentage",":",""
"2008","Slovakia","Primary energy consumption","Index, 2005=100","95.9",""
"2008","Slovakia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","11.5",""
"2008","Slovakia","Final Energy Consumption","Percentage",":",""
"2008","Slovakia","Final Energy Consumption","Index, 2005=100","99.3",""
"2008","Finland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","34.7",""
"2008","Finland","Primary energy consumption","Percentage",":",""
"2008","Finland","Primary energy consumption","Index, 2005=100","104.1",""
"2008","Finland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","25.7",""
"2008","Finland","Final Energy Consumption","Percentage",":",""
"2008","Finland","Final Energy Consumption","Index, 2005=100","101.8",""
"2008","Sweden","Primary energy consumption","Million TOE (tonnes of oil equivalent)","47.0",""
"2008","Sweden","Primary energy consumption","Percentage",":",""
"2008","Sweden","Primary energy consumption","Index, 2005=100","96.5",""
"2008","Sweden","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","32.4",""
"2008","Sweden","Final Energy Consumption","Percentage",":",""
"2008","Sweden","Final Energy Consumption","Index, 2005=100","96.3",""
"2008","United Kingdom","Primary energy consumption","Million TOE (tonnes of oil equivalent)","210.8",""
"2008","United Kingdom","Primary energy consumption","Percentage",":",""
"2008","United Kingdom","Primary energy consumption","Index, 2005=100","94.6",""
"2008","United Kingdom","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","148.4",""
"2008","United Kingdom","Final Energy Consumption","Percentage",":",""
"2008","United Kingdom","Final Energy Consumption","Index, 2005=100","97.1",""
"2008","Iceland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","5.3",""
"2008","Iceland","Primary energy consumption","Percentage",":",""
"2008","Iceland","Primary energy consumption","Index, 2005=100","165.5",""
"2008","Iceland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","2.7",""
"2008","Iceland","Final Energy Consumption","Percentage",":",""
"2008","Iceland","Final Energy Consumption","Index, 2005=100","133.3",""
"2008","Norway","Primary energy consumption","Million TOE (tonnes of oil equivalent)","30.0",""
"2008","Norway","Primary energy consumption","Percentage",":",""
"2008","Norway","Primary energy consumption","Index, 2005=100","120.9",""
"2008","Norway","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","18.9",""
"2008","Norway","Final Energy Consumption","Percentage",":",""
"2008","Norway","Final Energy Consumption","Index, 2005=100","101.9",""
"2008","Montenegro","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1.3",""
"2008","Montenegro","Primary energy consumption","Percentage",":",""
"2008","Montenegro","Primary energy consumption","Index, 2005=100","117.2",""
"2008","Montenegro","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","0.9",""
"2008","Montenegro","Final Energy Consumption","Percentage",":",""
"2008","Montenegro","Final Energy Consumption","Index, 2005=100","114.0",""
"2008","Former Yugoslav Republic of Macedonia, the","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.9",""
"2008","Former Yugoslav Republic of Macedonia, the","Primary energy consumption","Percentage",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Primary energy consumption","Index, 2005=100","107.2",""
"2008","Former Yugoslav Republic of Macedonia, the","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.8",""
"2008","Former Yugoslav Republic of Macedonia, the","Final Energy Consumption","Percentage",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Final Energy Consumption","Index, 2005=100","105.7",""
"2008","Albania","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.0",""
"2008","Albania","Primary energy consumption","Percentage",":",""
"2008","Albania","Primary energy consumption","Index, 2005=100","95.8",""
"2008","Albania","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.8",""
"2008","Albania","Final Energy Consumption","Percentage",":",""
"2008","Albania","Final Energy Consumption","Index, 2005=100","93.0",""
"2008","Serbia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","15.8",""
"2008","Serbia","Primary energy consumption","Percentage",":",""
"2008","Serbia","Primary energy consumption","Index, 2005=100","102.9",""
"2008","Serbia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","9.5",""
"2008","Serbia","Final Energy Consumption","Percentage",":",""
"2008","Serbia","Final Energy Consumption","Index, 2005=100","99.0",""
"2008","Turkey","Primary energy consumption","Million TOE (tonnes of oil equivalent)","94.8",""
"2008","Turkey","Primary energy consumption","Percentage",":",""
"2008","Turkey","Primary energy consumption","Index, 2005=100","116.9",""
"2008","Turkey","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","72.2",""
"2008","Turkey","Final Energy Consumption","Percentage",":",""
"2008","Turkey","Final Energy Consumption","Index, 2005=100","113.7",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.2",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Percentage",":",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Index, 2005=100","113.9",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.2",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Percentage",":",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Index, 2005=100","118.9",""
"2008","Moldova","Primary energy consumption","Million TOE (tonnes of oil equivalent)","3.3",""
"2008","Moldova","Primary energy consumption","Percentage",":",""
"2008","Moldova","Primary energy consumption","Index, 2005=100","94.7",""
"2008","Moldova","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","2.2",""
"2008","Moldova","Final Energy Consumption","Percentage",":",""
"2008","Moldova","Final Energy Consumption","Index, 2005=100","92.2",""
"2008","Ukraine","Primary energy consumption","Million TOE (tonnes of oil equivalent)","127.7",""
"2008","Ukraine","Primary energy consumption","Percentage",":",""
"2008","Ukraine","Primary energy consumption","Index, 2005=100","95.2",""
"2008","Ukraine","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","82.3",""
"2008","Ukraine","Final Energy Consumption","Percentage",":",""
"2008","Ukraine","Final Energy Consumption","Index, 2005=100","101.8",""
"2009","European Union (28 countries)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1,599.4",""
"2009","European Union (28 countries)","Primary energy consumption","Percentage","8.2",""
"2009","European Union (28 countries)","Primary energy consumption","Index, 2005=100","93.4",""
"2009","European Union (28 countries)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1,114.7",""
"2009","European Union (28 countries)","Final Energy Consumption","Percentage","8.9",""
"2009","European Union (28 countries)","Final Energy Consumption","Index, 2005=100","93.5",""
"2009","Euro area (19 countries)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1,125.4",""
"2009","Euro area (19 countries)","Primary energy consumption","Percentage",":",""
"2009","Euro area (19 countries)","Primary energy consumption","Index, 2005=100","93.6",""
"2009","Euro area (19 countries)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","790.3",""
"2009","Euro area (19 countries)","Final Energy Consumption","Percentage",":",""
"2009","Euro area (19 countries)","Final Energy Consumption","Index, 2005=100","93.6",""
"2009","Belgium","Primary energy consumption","Million TOE (tonnes of oil equivalent)","50.0",""
"2009","Belgium","Primary energy consumption","Percentage",":",""
"2009","Belgium","Primary energy consumption","Index, 2005=100","97.3",""
"2009","Belgium","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","35.1",""
"2009","Belgium","Final Energy Consumption","Percentage",":",""
"2009","Belgium","Final Energy Consumption","Index, 2005=100","96.0",""
"2009","Bulgaria","Primary energy consumption","Million TOE (tonnes of oil equivalent)","16.9",""
"2009","Bulgaria","Primary energy consumption","Percentage",":",""
"2009","Bulgaria","Primary energy consumption","Index, 2005=100","89.5",""
