TIME;GEO;UNIT;PRODUCT;INDIC_EN;Value;Flag and Footnotes
2013;Euro area (19 countries);Thousand TOE (tonnes of oil equivalent);All products;Primary production;477323.1;
2013;Belgium;Thousand TOE (tonnes of oil equivalent);All products;Primary production;14634.4;
2013;Bulgaria;Thousand TOE (tonnes of oil equivalent);All products;Primary production;10547.8;
2013;Czech Republic;Thousand TOE (tonnes of oil equivalent);All products;Primary production;29948.5;
2013;Denmark;Thousand TOE (tonnes of oil equivalent);All products;Primary production;16466.2;
2013;Germany (until 1990 former territory of the FRG);Thousand TOE (tonnes of oil equivalent);All products;Primary production;120566.3;
2013;Estonia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;5653.3;
2013;Ireland;Thousand TOE (tonnes of oil equivalent);All products;Primary production;2249.9;
2013;Greece;Thousand TOE (tonnes of oil equivalent);All products;Primary production;9312.4;
2013;Spain;Thousand TOE (tonnes of oil equivalent);All products;Primary production;34575.8;
2013;France;Thousand TOE (tonnes of oil equivalent);All products;Primary production;134539.2;
2013;Croatia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;4438.2;
2013;Italy;Thousand TOE (tonnes of oil equivalent);All products;Primary production;36864.3;
2013;Cyprus;Thousand TOE (tonnes of oil equivalent);All products;Primary production;108.9;
2013;Latvia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;2143.5;
2013;Lithuania;Thousand TOE (tonnes of oil equivalent);All products;Primary production;1414.2;
2013;Luxembourg;Thousand TOE (tonnes of oil equivalent);All products;Primary production;134.0;
2013;Hungary;Thousand TOE (tonnes of oil equivalent);All products;Primary production;10079.6;
2013;Malta;Thousand TOE (tonnes of oil equivalent);All products;Primary production;9.1;
2013;Netherlands;Thousand TOE (tonnes of oil equivalent);All products;Primary production;69194.1;
2013;Austria;Thousand TOE (tonnes of oil equivalent);All products;Primary production;12139.9;
2013;Poland;Thousand TOE (tonnes of oil equivalent);All products;Primary production;70570.5;
2013;Portugal;Thousand TOE (tonnes of oil equivalent);All products;Primary production;5772.6;
2013;Romania;Thousand TOE (tonnes of oil equivalent);All products;Primary production;26110.9;
2013;Slovenia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;3602.9;
2013;Slovakia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;6408.3;
2013;Finland;Thousand TOE (tonnes of oil equivalent);All products;Primary production;18000.0;
2013;Sweden;Thousand TOE (tonnes of oil equivalent);All products;Primary production;34683.2;
2013;United Kingdom;Thousand TOE (tonnes of oil equivalent);All products;Primary production;110229.8;
2013;Iceland;Thousand TOE (tonnes of oil equivalent);All products;Primary production;5271.7;
2013;Norway;Thousand TOE (tonnes of oil equivalent);All products;Primary production;193942.4;
2013;Montenegro;Thousand TOE (tonnes of oil equivalent);All products;Primary production;761.3;
2013;Former Yugoslav Republic of Macedonia, the;Thousand TOE (tonnes of oil equivalent);All products;Primary production;1359.8;
2013;Albania;Thousand TOE (tonnes of oil equivalent);All products;Primary production;1997.0;
2013;Serbia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;11330.2;
2013;Turkey;Thousand TOE (tonnes of oil equivalent);All products;Primary production;32315.3;
2013;Kosovo (under United Nations Security Council Resolution 1244/99);Thousand TOE (tonnes of oil equivalent);All products;Primary production;1792.4;
2013;Moldova;Thousand TOE (tonnes of oil equivalent);All products;Primary production;303.6;
2013;Ukraine;Thousand TOE (tonnes of oil equivalent);All products;Primary production;82664.4;
2014;European Union (28 countries);Thousand TOE (tonnes of oil equivalent);All products;Primary production;771682.0;
2014;Euro area (19 countries);Thousand TOE (tonnes of oil equivalent);All products;Primary production;466038.2;
2014;Belgium;Thousand TOE (tonnes of oil equivalent);All products;Primary production;12214.7;
2014;Bulgaria;Thousand TOE (tonnes of oil equivalent);All products;Primary production;11263.1;
2014;Czech Republic;Thousand TOE (tonnes of oil equivalent);All products;Primary production;29069.3;
2014;Denmark;Thousand TOE (tonnes of oil equivalent);All products;Primary production;15791.8;
2014;Germany (until 1990 former territory of the FRG);Thousand TOE (tonnes of oil equivalent);All products;Primary production;120832.2;
2014;Estonia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;5832.3;
2014;Ireland;Thousand TOE (tonnes of oil equivalent);All products;Primary production;2010.6;
2014;Greece;Thousand TOE (tonnes of oil equivalent);All products;Primary production;8804.8;
2014;Spain;Thousand TOE (tonnes of oil equivalent);All products;Primary production;34941.8;
2014;France;Thousand TOE (tonnes of oil equivalent);All products;Primary production;135913.0;
2014;Croatia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;4353.0;
2014;Italy;Thousand TOE (tonnes of oil equivalent);All products;Primary production;36809.1;
2014;Cyprus;Thousand TOE (tonnes of oil equivalent);All products;Primary production;117.8;
2014;Latvia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;2380.5;
2014;Lithuania;Thousand TOE (tonnes of oil equivalent);All products;Primary production;1487.4;
2014;Luxembourg;Thousand TOE (tonnes of oil equivalent);All products;Primary production;152.6;
2014;Hungary;Thousand TOE (tonnes of oil equivalent);All products;Primary production;9999.1;
2014;Malta;Thousand TOE (tonnes of oil equivalent);All products;Primary production;12.7;
2014;Netherlands;Thousand TOE (tonnes of oil equivalent);All products;Primary production;58415.0;
2014;Austria;Thousand TOE (tonnes of oil equivalent);All products;Primary production;12070.7;
2014;Poland;Thousand TOE (tonnes of oil equivalent);All products;Primary production;66866.9;
2014;Portugal;Thousand TOE (tonnes of oil equivalent);All products;Primary production;5994.0;
2014;Romania;Thousand TOE (tonnes of oil equivalent);All products;Primary production;26571.8;
2014;Slovenia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;3686.7;
2014;Slovakia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;6307.4;
2014;Finland;Thousand TOE (tonnes of oil equivalent);All products;Primary production;18054.9;
2014;Sweden;Thousand TOE (tonnes of oil equivalent);All products;Primary production;34168.6;
2014;United Kingdom;Thousand TOE (tonnes of oil equivalent);All products;Primary production;107560.1;
2014;Iceland;Thousand TOE (tonnes of oil equivalent);All products;Primary production;5224.3;
2014;Norway;Thousand TOE (tonnes of oil equivalent);All products;Primary production;196256.8;
2014;Montenegro;Thousand TOE (tonnes of oil equivalent);All products;Primary production;692.7;
2014;Former Yugoslav Republic of Macedonia, the;Thousand TOE (tonnes of oil equivalent);All products;Primary production;1262.4;
2014;Albania;Thousand TOE (tonnes of oil equivalent);All products;Primary production;1876.3;
2014;Serbia;Thousand TOE (tonnes of oil equivalent);All products;Primary production;9388.8;
2014;Turkey;Thousand TOE (tonnes of oil equivalent);All products;Primary production;31174.2;
2014;Kosovo (under United Nations Security Council Resolution 1244/99);Thousand TOE (tonnes of oil equivalent);All products;Primary production;1605.0;
2014;Moldova;Thousand TOE (tonnes of oil equivalent);All products;Primary production;309.1;
2014;Ukraine;Thousand TOE (tonnes of oil equivalent);All products;Primary production;70568.2;
